INCIDENT NUMBER,EXPOSURE NUMBER,DISPATCH DATE,DISPATCH TIME,INCIDENT TYPE,INCIDENT DESCRIPTION,STREET NUMBER,STREET PREFIX,STREET NAME,STREET TYPE,STREET SUFFIX,FORMATTED STREET,CITY,STATE,ZIP,APARTMENT,CROSS STREET PREFIX,CROSS STREET NAME,CROSS STREET TYPE,CROSS STREET SUFFIX,RURAL,PROPERTY LOSS,CONTENTS LOSS,FIRE SERVICE FATALITY,FIRE SERVICE INJURY,CIVILIAN FATALITY,CIVILIAN INJURY,PROPERTY VALUE,CONTENTS VALUE,ALARMS,SUPPRESSION APPARATUS,SUPPRESSION PERSONNEL,EMS APPARATUS,EMS PERSONNEL,RESCUE APPARATUS,RESCUE PERSONNEL,OTHER APPARATUS,OTHER PERSONNEL,CONTROL DATE,CONTROL TIME,CLEAR DATE,CLEAR TIME,CAUSE OF IGNITION,CAUSE OF IGNITION DESCRIPTION ,GEOLOCATION
15-0001465,0,01/17/2015,00:00:00,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,14:20:20,,,
15-0001484,0,01/17/2015,00:00:00,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,17:26:19,,,
15-0001491,0,01/17/2015,00:00:00,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/17/2015,17:58:11,,,
15-0001499,0,01/17/2015,00:00:00,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,,01/17/2015,19:57:16,,,
15-0001414,0,01/16/2015,21:57:19,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/16/2015,22:11:21,,,
15-0001413,0,01/16/2015,21:15:29,322,Motor vehicle accident with injuries,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,,,01/16/2015,21:52:27,,,
15-0001412,0,01/16/2015,21:07:54,321,"EMS call, excluding vehicle accident with injury",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,,01/16/2015,21:24:12,,,
15-0001411,0,01/16/2015,20:52:10,321,"EMS call, excluding vehicle accident with injury",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/16/2015,21:04:41,,,
15-0001409,0,01/16/2015,19:54:34,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/16/2015,20:08:29,,,
15-0001407,0,01/16/2015,19:26:23,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/16/2015,19:45:12,,,
15-0001403,0,01/16/2015,18:43:53,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/16/2015,19:08:57,,,
15-0001399,0,01/16/2015,18:28:59,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/16/2015,19:24:21,,,
15-0001398,0,01/16/2015,18:19:44,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/16/2015,18:37:53,,,
15-0001394,0,01/16/2015,17:44:48,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/16/2015,17:57:19,,,
15-0001393,0,01/16/2015,17:40:56,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/16/2015,17:52:55,,,
15-0001389,0,01/16/2015,16:54:45,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,,01/16/2015,17:15:29,,,
15-0001388,0,01/16/2015,16:51:42,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/16/2015,17:09:34,,,
15-0001387,0,01/16/2015,16:46:53,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/16/2015,16:58:41,,,
15-0001386,0,01/16/2015,16:19:57,324,Motor Vehicle Accident with no injuries,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/16/2015,16:44:07,,,
15-0001385,0,01/16/2015,16:02:04,324,Motor Vehicle Accident with no injuries,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,,,01/16/2015,16:32:10,,,
15-0001379,0,01/16/2015,15:34:00,320,"Emergency medical service, other",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/16/2015,15:46:12,,,
15-0001380,0,01/16/2015,15:32:33,321,"EMS call, excluding vehicle accident with injury",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/16/2015,15:52:15,,,
15-0001378,0,01/16/2015,15:30:53,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/16/2015,16:03:21,,,
15-0001375,0,01/16/2015,14:56:14,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/16/2015,15:15:35,,,
15-0001372,0,01/16/2015,14:14:51,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/16/2015,14:35:08,,,
15-0001371,0,01/16/2015,14:08:55,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/16/2015,14:22:38,,,
15-0001370,0,01/16/2015,14:04:40,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/16/2015,14:20:40,,,
15-0001369,0,01/16/2015,13:50:20,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/16/2015,14:06:37,,,
15-0001365,0,01/16/2015,12:51:01,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/16/2015,13:28:31,,,
15-0001364,0,01/16/2015,12:49:41,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/16/2015,13:17:01,,,
15-0001363,0,01/16/2015,12:49:00,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/16/2015,13:06:53,,,
15-0001362,0,01/16/2015,12:09:48,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/16/2015,12:22:59,,,
15-0001361,0,01/16/2015,12:02:03,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/16/2015,12:19:28,,,
15-0001360,0,01/16/2015,11:55:40,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/16/2015,12:26:55,,,
15-0001359,0,01/16/2015,11:24:01,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/16/2015,11:43:22,,,
15-0001358,0,01/16/2015,11:23:37,321,"EMS call, excluding vehicle accident with injury",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/16/2015,11:48:10,,,
15-0001356,0,01/16/2015,11:16:53,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/16/2015,11:32:02,,,
15-0001353,0,01/16/2015,11:02:45,320,"Emergency medical service, other",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/16/2015,11:11:24,,,
15-0001352,0,01/16/2015,10:23:25,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,,01/16/2015,10:38:17,,,
15-0001351,0,01/16/2015,10:17:22,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/16/2015,10:43:01,,,
15-0001349,0,01/16/2015,09:58:14,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/16/2015,10:13:26,,,
15-0001348,0,01/16/2015,09:43:03,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/16/2015,09:57:24,,,
15-0001347,0,01/16/2015,09:37:23,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/16/2015,09:56:42,,,
15-0001346,0,01/16/2015,09:26:32,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,,,01/16/2015,10:00:53,,,
15-0001345,0,01/16/2015,09:21:37,321,"EMS call, excluding vehicle accident with injury",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/16/2015,09:49:22,,,
15-0001344,0,01/16/2015,09:13:19,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/16/2015,09:33:53,,,
15-0001341,0,01/16/2015,07:59:08,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/16/2015,08:11:04,,,
15-0001340,0,01/16/2015,07:50:17,320,"Emergency medical service, other",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/16/2015,08:13:11,,,
15-0001336,0,01/16/2015,06:57:03,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/16/2015,07:07:26,,,
15-0001335,0,01/16/2015,06:12:37,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,,,01/16/2015,06:27:08,,,
15-0001334,0,01/16/2015,06:05:59,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/16/2015,06:19:31,,,
15-0001333,0,01/16/2015,05:19:24,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/16/2015,05:41:26,,,
15-0001331,0,01/16/2015,04:53:30,320,"Emergency medical service, other",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/16/2015,05:03:40,,,
15-0001373,0,01/16/2015,00:00:00,300,"Rescue, EMS incident, other",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,,01/16/2015,15:06:46,,,
15-0001377,0,01/16/2015,00:00:00,324,Motor Vehicle Accident with no injuries,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,,,01/16/2015,15:33:13,,,
15-0001401,0,01/16/2015,00:00:00,324,Motor Vehicle Accident with no injuries,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,,,01/16/2015,18:45:40,,,
15-0001406,0,01/16/2015,00:00:00,321,"EMS call, excluding vehicle accident with injury",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/16/2015,19:41:42,,,
15-0001415,0,01/16/2015,00:00:00,322,Motor vehicle accident with injuries,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,,,01/16/2015,22:14:09,,,
15-0001329,0,01/15/2015,23:43:15,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/16/2015,00:11:04,,,
15-0001328,0,01/15/2015,23:38:42,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/15/2015,23:50:37,,,
15-0001327,0,01/15/2015,22:46:19,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,,,01/15/2015,23:04:18,,,
15-0001326,0,01/15/2015,22:25:25,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/15/2015,22:40:45,,,
15-0001325,0,01/15/2015,22:18:22,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,,,01/15/2015,22:46:51,,,
15-0001323,0,01/15/2015,21:59:08,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/15/2015,22:20:31,,,
15-0001321,0,01/15/2015,21:40:07,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/15/2015,21:52:46,,,
15-0001317,0,01/15/2015,20:47:02,320,"Emergency medical service, other",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/15/2015,21:03:41,,,
15-0001318,0,01/15/2015,20:47:01,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/15/2015,21:08:56,,,
15-0001314,0,01/15/2015,20:10:35,322,Motor vehicle accident with injuries,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,,,01/15/2015,20:30:33,,,
15-0001311,0,01/15/2015,19:39:22,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/15/2015,20:00:53,,,
15-0001309,0,01/15/2015,18:52:45,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/15/2015,19:14:58,,,
15-0001308,0,01/15/2015,18:48:19,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/15/2015,19:06:13,,,
15-0001307,0,01/15/2015,18:42:33,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/15/2015,18:57:32,,,
15-0001305,0,01/15/2015,18:26:35,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/15/2015,18:51:09,,,
15-0001304,0,01/15/2015,18:23:48,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/15/2015,18:40:30,,,
15-0001301,0,01/15/2015,16:16:58,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/15/2015,16:30:56,,,
15-0001299,0,01/15/2015,16:07:02,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/15/2015,16:24:10,,,
15-0001297,0,01/15/2015,15:42:50,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,,,01/15/2015,16:05:47,,,
15-0001295,0,01/15/2015,15:39:00,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/15/2015,15:54:11,,,
15-0001293,0,01/15/2015,15:02:53,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/15/2015,15:18:50,,,
15-0001292,0,01/15/2015,14:57:16,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/15/2015,15:12:35,,,
15-0001290,0,01/15/2015,14:35:51,320,"Emergency medical service, other",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/15/2015,15:14:36,,,
15-0001289,0,01/15/2015,14:30:25,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/15/2015,14:41:47,,,
15-0001288,0,01/15/2015,14:15:30,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/15/2015,14:28:53,,,
15-0001287,0,01/15/2015,14:14:23,320,"Emergency medical service, other",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/15/2015,14:35:22,,,
15-0001286,0,01/15/2015,13:59:22,320,"Emergency medical service, other",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/15/2015,14:15:13,,,
15-0001285,0,01/15/2015,13:58:02,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/15/2015,14:14:44,,,
15-0001284,0,01/15/2015,13:40:29,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,,,01/15/2015,14:04:12,,,
15-0001283,0,01/15/2015,13:11:30,311,"Medical assist, assist EMS crew",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/15/2015,13:29:52,,,
15-0001282,0,01/15/2015,13:00:48,320,"Emergency medical service, other",,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,,,01/15/2015,13:23:54,,,
